Set Number,Number of Features,Features,KMeans Silhouette Score,KMeans Davies-Bouldin Index,KMeans Calinski-Harabasz Score,KMeans Prediction Accuracy,DBSCAN Silhouette Score,DBSCAN Davies-Bouldin Index,DBSCAN Prediction Accuracy,Best eps,Best min_samples
1,4,"['LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']",0.40824229571988285,0.9265567514047108,3172.7256388223623,40.82422957198828,0.34023092893020257,1.0073237091952563,34.023092893020255,0.5,6
2,4,"['LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",0.3923281153548276,0.958477873381289,3011.0557404280476,39.23281153548276,0.39047961911561085,0.8675589735001628,39.04796191156109,0.5,5
3,4,"['LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",0.35417165265414713,1.0964073350227352,2565.481519604646,35.41716526541471,0.3609894322185476,1.0953802631789535,36.09894322185476,1.1,3
4,4,"['LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",0.39097921500222355,0.8742500177801282,3284.6215076129124,39.097921500222355,0.5209779032312343,0.628336375565951,52.09779032312343,1.6,3
5,4,"['LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",0.3036920924187297,1.1963044404471308,2624.8067827876503,30.36920924187297,0.518313171618107,0.638225792254813,51.831317161810695,1.9,3
6,4,"['LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",0.3916233029246513,0.8951865073119151,3187.638086631711,39.16233029246513,0.5209018011759565,0.6402650998666987,52.09018011759565,2.0,3
7,4,"['LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.3707390226871424,0.958661472699085,3317.5815000596444,37.07390226871424,0.526321132287481,0.6218490937307334,52.6321132287481,1.6,3
8,4,"['LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.3901929159976931,0.8892102838089558,3251.0555511370803,39.01929159976931,0.5236065081051019,0.6316197722555967,52.36065081051019,1.9,3
9,4,"['LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.3950183879171682,0.8881542542797987,3252.0941969965024,39.50183879171682,0.5261262359117764,0.6335706879589239,52.612623591177645,2.0,3
10,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",0.320674491407245,1.1782451440942827,1995.2693958833556,32.067449140724506,0.32240158412971626,1.291663937902298,32.240158412971624,1.3,3
11,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",0.2274848737221414,1.3987772497008057,1410.530568985767,22.74848737221414,0.3104537602232383,1.3157159726814913,31.04537602232383,1.2,3
12,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",0.29635434918274506,1.2122815821958393,1863.4115331516375,29.635434918274505,0.31352596289402646,1.3164982617489378,31.352596289402644,1.2,3
13,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",0.3431244762201823,1.0353320133254749,2409.3993287991725,34.312447622018226,0.5018273590281812,0.7621006361496557,50.18273590281812,1.6,3
14,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",0.27252210919238046,1.322809777091115,1600.4378386805417,27.252210919238046,0.4999250112637973,0.7661943206304506,49.99250112637973,1.9,3
15,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",0.2792463806761679,1.2379180920639214,1632.923571770247,27.92463806761679,0.5029141374784672,0.7683249100355346,50.291413747846725,2.0,3
16,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.3163072968036514,1.0879982012185525,2343.6823208650253,31.63072968036514,0.5073807966447867,0.7537178681392925,50.738079664478676,1.6,3
17,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.291519952425057,1.1325724348868618,2209.51362391046,29.151995242505702,0.505442029993318,0.7577573460446015,50.5442029993318,1.9,3
18,4,"['OCC_YEAR', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.2805630570864297,1.2376932571544697,1637.2921334316384,28.05630570864297,0.5083599088096072,0.7598246489359526,50.83599088096072,2.0,3
19,4,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']",0.2894159076391953,1.1941239547359148,2074.386113278934,28.94159076391953,0.3266896894349742,1.2838188531553318,32.66896894349742,1.3,3
20,4,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']",0.2818593759058652,1.2083417436116517,2011.5986804545225,28.18593759058652,0.31694907703987274,1.3081818886106458,31.694907703987273,1.2,3
21,4,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']",0.2843326074516608,1.2060312994831837,2017.7363115271596,28.433260745166077,0.31907668388661675,1.3082038781590046,31.907668388661676,1.1,3
22,4,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']",0.3295780526261107,1.1231027263019404,2524.7199727637876,32.95780526261107,0.3219122712722609,1.3484813995928784,32.19122712722609,0.8,3
23,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']",0.2594559753568298,1.4595348288148364,1628.4003764466713,25.945597535682978,0.2762496356795251,1.497533742169265,27.62496356795251,1.3,3
24,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",0.25285299423060736,1.5858078441311863,1590.8496534287003,25.285299423060735,0.2662135468384338,1.3713361498961187,26.62135468384338,1.2,13
25,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",0.2514329861139961,1.593802811007247,1580.099238412664,25.14329861139961,0.27618137990518254,1.3733612602176646,27.618137990518253,1.1,3
26,4,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']",0.3381536535209589,1.0002266366796166,3099.5889921645667,33.81536535209589,0.510252202094161,0.6392961676200942,51.0252202094161,0.7,3
27,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",0.2650047691697292,1.2851584105924274,1851.2512018406653,26.50047691697292,0.4530338950654332,0.8034002942259613,45.30338950654332,1.6,3
28,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",0.293370425348717,1.1730919706436436,1896.6721695743724,29.3370425348717,0.4518748135061671,0.8070302830504039,45.18748135061671,1.9,3
29,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",0.2973617612909566,1.1763805809733767,1896.3179533099956,29.73617612909566,0.454612129098985,0.8111837651062608,45.4612129098985,2.0,3
30,4,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']",0.34090653765685675,0.9944501737086968,3162.8428961410314,34.09065376568567,0.5155636864406208,0.6327181332210443,51.556368644062076,0.5,3
31,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.2750696085333162,1.2402045473381251,1950.5312921458803,27.50696085333162,0.4579312014361347,0.7956059662419176,45.79312014361347,1.6,3
32,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.2635083177709237,1.2673035938506507,1886.5891330985487,26.35083177709237,0.45674412268952563,0.7991882864552087,45.674412268952565,1.9,3
33,5,"['OCC_YEAR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.2647887670451439,1.253048503420468,1883.4588239193731,26.47887670451439,0.4594262332715469,0.8032899907914628,45.94262332715469,2.0,3
34,4,"['OCC_DAY', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",0.28273504866480625,1.2921708471498885,1814.3466769738177,28.273504866480625,0.32096932100034326,1.3022322795920709,32.09693210003432,1.3,3
35,4,"['OCC_DAY', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",0.3021529792142328,1.2182626550920375,1888.7113053978142,30.21529792142328,0.30934414689991124,1.3261182573556158,30.934414689991126,1.2,3
36,4,"['OCC_DAY', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",0.3072292612743468,1.1926335154456935,1916.3467545862702,30.72292612743468,0.31196310434429786,1.3278776986520984,31.196310434429787,1.2,3
37,4,"['OCC_DAY', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",0.3138917123229332,1.0904328897383413,2336.816019386948,31.38917123229332,0.4991255385101787,0.7616510685361431,49.91255385101787,1.6,3
38,4,"['OCC_DAY', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",0.26164529157124067,1.2812901567386947,1527.2541632828718,26.16452915712407,0.4972395678620782,0.769323758617301,49.723956786207815,1.9,3
39,4,"['OCC_DAY', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",0.26031675780052904,1.3255521792683376,1528.9966449832755,26.031675780052904,0.4999375000228836,0.7736460598636352,49.993750002288365,2.0,3
40,4,"['OCC_DAY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.31625380193941094,1.0834020397954818,2380.2279701078014,31.625380193941094,0.5047053089049729,0.7532481680376211,50.47053089049729,1.6,3
41,4,"['OCC_DAY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.3090096065932226,1.1256922795829354,2252.72981880033,30.90096065932226,0.5027857993530773,0.7608608349995603,50.27857993530773,1.9,3
42,4,"['OCC_DAY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.27755147210301917,1.1310507311889453,2063.4837637200453,27.755147210301917,0.5054121037928366,0.76512210903829,50.54121037928366,2.0,3
43,4,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']",0.26914885657654497,1.242731232492107,1981.5185269318836,26.914885657654498,0.32570354301512977,1.293519697127584,32.57035430151298,1.3,3
44,4,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']",0.2612997819274532,1.2539855698656617,1920.1790414076045,26.12997819274532,0.316217146825134,1.317645843304889,31.621714682513403,1.2,3
45,4,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']",0.2629496358067253,1.253185023231688,1926.0729458461635,26.29496358067253,0.3179057748832532,1.3188859625718021,31.790577488325322,1.1,3
46,4,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']",0.3084641113264307,1.3093736994655223,2453.4684709074086,30.84641113264307,0.3180146822264914,1.354696506296885,31.801468222649138,0.8,3
47,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']",0.30118297201420724,1.199447914971492,1879.6138242234622,30.118297201420724,0.2756794180265202,1.505084801188894,27.56794180265202,1.3,3
48,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",0.2733867142544334,1.5503991035180444,1632.1605160105782,27.33867142544334,0.264972245011612,1.5302428280513174,26.4972245011612,1.3,3
49,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",0.29517504128148253,1.1931159493429484,1827.0840252844944,29.517504128148254,0.27337787807404734,1.3822676479065623,27.337787807404734,1.1,3
50,4,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']",0.31390416296419993,1.048993489649945,2942.7055549596566,31.390416296419993,0.5076406897349952,0.6426817071665176,50.76406897349952,0.7,3
51,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",0.2912277857322256,1.1698080316971078,1928.5267159339428,29.122778573222558,0.45130559372024576,0.8022823835266734,45.13055937202458,1.6,3
52,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",0.29096525831370346,1.1816399058771312,1885.9155005776506,29.096525831370347,0.4501257019081712,0.8089276624533318,45.01257019081712,1.9,3
53,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",0.29444000575792467,1.1864037415110205,1886.3869704449105,29.44400057579247,0.45268055587068995,0.8146135228521194,45.26805558706899,2.0,3
54,4,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']",0.31680349299970595,1.041214140027011,3001.5288257141124,31.680349299970594,0.5129657259701459,0.6360847742610614,51.29657259701459,0.5,3
55,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.2931299505412752,1.163594462126215,1957.205356340951,29.312995054127523,0.456222500332956,0.7944810885308323,45.6222500332956,1.6,3
56,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.2927798599629845,1.175845924386433,1913.9399105055152,29.27798599629845,0.4550163714814454,0.8010719968394624,45.50163714814454,1.9,3
57,5,"['OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.29638866065004926,1.1801892737831976,1914.4511074346299,29.638866065004926,0.4575147264240418,0.8067058284866558,45.75147264240418,2.0,3
58,4,"['OCC_DOY', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",0.26589259633292106,1.4663038709443375,1544.318950944535,26.589259633292105,0.3199589813580605,1.3020814648821217,31.99589813580605,1.3,3
59,4,"['OCC_DOY', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",0.27154946227974736,1.2983828226411096,1760.717441447981,27.154946227974737,0.30856585361915084,1.325007724825487,30.856585361915084,1.2,3
60,4,"['OCC_DOY', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",0.30696016102418505,1.1884353086711104,1916.834677986564,30.696016102418504,0.31117307299379626,1.3273505088834177,31.117307299379625,1.2,3
61,4,"['OCC_DOY', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",0.2707269034018104,1.3233960077365579,1596.7364391576386,27.072690340181037,0.49867911239931706,0.7600158656169455,49.86791123993171,1.6,3
62,4,"['OCC_DOY', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",0.3207022012922532,1.0936478262508496,2331.0410592727258,32.07022012922532,0.4968894113767142,0.7689063465661107,49.68894113767142,1.9,3
63,4,"['OCC_DOY', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",0.32127503052012063,1.091083596130572,2325.2487614715715,32.12750305201206,0.49962464351608105,0.7730312214038991,49.962464351608105,2.0,3
64,4,"['OCC_DOY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.2727405370925407,1.321453920648725,1596.0177489146415,27.27405370925407,0.5042481966101795,0.7516534463733481,50.42481966101795,1.6,3
65,4,"['OCC_DOY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.32301164536420235,1.0866193425452777,2374.287206545606,32.30116453642024,0.5024272837426241,0.7604637309139597,50.24272837426241,1.9,3
66,4,"['OCC_DOY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.32360535866902523,1.08398628687135,2368.3963319181744,32.360535866902524,0.505090856917561,0.7645137346036583,50.5090856917561,2.0,3
67,4,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']",0.2722288753965765,1.2330153243352615,2000.0582150029472,27.22288753965765,0.3246519878061385,1.2961654927679187,32.465198780613854,1.3,3
68,4,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']",0.2643882924683547,1.244291576343265,1938.3038565821207,26.43882924683547,0.31543228533318446,1.3192267370494446,31.543228533318445,1.2,3
69,4,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']",0.2662003809208456,1.243416163804071,1946.0787108479224,26.62003809208456,0.31709035775703576,1.32120605676785,31.709035775703576,1.1,3
70,4,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']",0.3232275934379864,1.230255710606314,2574.0560599636783,32.32275934379864,0.317898597795751,1.3594072821352234,31.789859779575103,0.8,3
71,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']",0.3005137757384547,1.1939331803883244,1879.8533035899488,30.05137757384547,0.2747964679995917,1.5058843616096345,27.479646799959166,1.3,3
72,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",0.28866001475582254,1.2266918453177458,1798.1599074592289,28.866001475582255,0.2642784280972295,1.5302811878000817,26.42784280972295,1.3,8
73,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",0.29495087453708296,1.193545297323198,1827.3379147939354,29.495087453708297,0.27302902644612187,1.3824241341862589,27.302902644612185,1.1,3
74,4,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']",0.31844373569259266,1.0343058271495844,2984.2579567213884,31.844373569259265,0.5072991526346102,0.6409198025256131,50.729915263461024,0.7,3
75,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",0.29110667735495416,1.1733016759932011,1928.6601726942401,29.110667735495415,0.4509075373471424,0.8007861662083312,45.09075373471424,1.6,3
76,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",0.2912149230510936,1.183926525090212,1886.01020023263,29.12149230510936,0.44979049673147053,0.808291131434643,44.97904967314705,1.9,3
77,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",0.29484125206247797,1.1886336418592092,1886.4955232158288,29.484125206247796,0.45236722915068905,0.8137792759457488,45.2367229150689,2.0,3
78,4,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']",0.3214050662312455,1.0281742494795587,3045.0147413194063,32.14050662312455,0.5126162197716968,0.6343358615807935,51.26162197716968,0.5,3
79,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.293089274256644,1.1666953698382048,1957.3387547232549,29.3089274256644,0.4558155245042759,0.7930138454197001,45.581552450427594,1.6,3
80,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.29305176428073665,1.1779405805828698,1914.0346243436004,29.305176428073665,0.45467358151744025,0.8004514685438983,45.46735815174402,1.9,3
81,5,"['OCC_DOY', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.24862300154366324,1.3033758824795663,1827.708990476056,24.862300154366324,0.45719397589016725,0.8058832753281601,45.71939758901672,2.0,3
82,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",0.3194660097340511,1.1904967898589756,1987.4182628325304,31.946600973405108,0.32092961233382683,1.2999808387509197,32.09296123338268,1.3,3
83,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",0.2723244598121969,1.293311790328508,1638.6747059991,27.232445981219687,0.3106165928761625,1.3220676775646607,31.06165928761625,1.2,3
84,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",0.3016412081251195,1.2178516286072147,1911.6070834665213,30.164120812511953,0.3123041634726499,1.326318352978323,31.23041634726499,1.2,3
85,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",0.3471904451769583,1.0319900648293598,2491.667804199753,34.71904451769583,0.49976206048516014,0.7611028064528345,49.97620604851601,1.6,3
86,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",0.308536497032684,1.0928918633920197,2210.315854317851,30.8536497032684,0.4979976170916582,0.7732235769604634,49.79976170916582,1.9,3
87,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",0.3126869168919151,1.0722483029345544,2214.812662500786,31.268691689191506,0.5001478428102146,0.7805807266289222,50.01478428102146,2.0,3
88,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.2997423785572467,1.1544784830830142,1704.514750002084,29.974237855724674,0.5053782514558415,0.7527109932763489,50.53782514558415,1.6,3
89,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.2842722508935266,1.1805942883776799,1651.682661088215,28.42722508935266,0.5035846415981933,0.7647248324325441,50.35846415981933,1.9,3
90,4,"['OCC_HOUR', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.28007638120787304,1.3535038983167866,1480.544664805415,28.007638120787306,0.5056614574169817,0.7719760526299033,50.566145741698165,2.0,3
91,4,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']",0.30240136843731696,1.147309350198791,2119.5517733450756,30.240136843731698,0.3253954540071584,1.29318570205917,32.53954540071584,1.3,3
92,4,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']",0.2957074672453443,1.1586023328801853,2056.281621471089,29.57074672453443,0.3172787579223473,1.3152155498626639,31.727875792234727,1.2,3
93,4,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']",0.2984695728665763,1.1544290047216508,2065.004288700242,29.846957286657634,0.3179914754964542,1.3193358382343976,31.79914754964542,1.1,3
94,4,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']",0.33940601827189604,1.087085396465179,2561.9468343891663,33.9406018271896,0.3202234845668145,1.3596021461696468,32.02234845668145,0.8,3
95,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']",0.3029767591505806,1.19580676970603,1881.009499837041,30.297675915058058,0.27519467688933175,1.5031505847535676,27.519467688933176,1.3,3
96,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",0.2931157660318607,1.2203505192214514,1808.878428060843,29.31157660318607,0.26603410691954815,1.3781463197626158,26.603410691954814,1.2,3
97,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",0.29700037928016515,1.1967748421450617,1828.3998931591777,29.700037928016513,0.27441684409190037,1.3828495561815517,27.44168440919004,1.1,3
98,4,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']",0.3522607370500982,0.9545665755294326,3177.921141268987,35.22607370500982,0.5080971229168965,0.6402148488427598,50.80971229168965,0.7,3
99,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",0.29365128861346534,1.1736044515769397,1931.487645233385,29.365128861346534,0.4512279263992433,0.8014732865257564,45.12279263992433,1.6,3
100,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",0.2749021014585823,1.2261707791286622,1890.0791644136966,27.490210145858228,0.4500775689136323,0.8113180933801483,45.00775689136323,1.9,3
101,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",0.296754570960726,1.1932072488339083,1889.0830813250802,29.6754570960726,0.4522850551473908,0.8190453997450343,45.22850551473908,2.0,3
102,4,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']",0.355137392363545,0.9487698384217029,3242.9254677678023,35.5137392363545,0.5134635881392996,0.6336227960015792,51.34635881392996,0.5,3
103,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.27785017016530866,1.2365273871760698,1913.6155010679888,27.785017016530865,0.45617331949239376,0.7936859514044545,45.61733194923938,1.6,3
104,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.27681810974189086,1.2209406641780176,1918.6404707335505,27.681810974189087,0.4549985332080443,0.8034400012102136,45.49985332080443,1.9,3
105,5,"['OCC_HOUR', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",0.2784217354163092,1.2117740885768191,1920.6536441269045,27.84217354163092,0.4571490533122235,0.811086377456091,45.71490533122235,2.0,3
106,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",0.31564813914669115,1.189996116472641,1985.573969379444,31.564813914669116,0.31986698759453297,1.3018803795861018,31.986698759453297,1.3,3
107,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",0.30182494207276567,1.215483805507287,1888.8145610961485,30.182494207276566,0.30856625535087306,1.324848424904859,30.856625535087307,1.2,3
108,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",0.3069075583769176,1.1878977493554461,1916.777693506937,30.690755837691757,0.31111605262097825,1.3271188388075876,31.111605262097825,1.2,3
109,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",0.3104624618329036,1.0737227070820585,2347.1206215979228,31.04624618329036,0.49850189703243303,0.7587560876477015,49.8501897032433,1.6,3
110,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",0.2778968927352872,1.139861888855575,2061.154353380846,27.789689273528722,0.4967279750632072,0.7676639114307154,49.67279750632072,1.9,3
111,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",0.27995564448253285,1.1176754780791864,2051.284422898572,27.995564448253283,0.4994575321849776,0.7717601333122173,49.945753218497764,2.0,3
112,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",0.3269664867542303,1.0631739902260506,2433.0912694266426,32.69664867542303,0.5040747283687372,0.7504003019552187,50.40747283687372,1.6,3
113,4,"['OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",0.3097723575281582,1.1273232887962081,2253.224425761649,30.97723575281582,0.5022694295620931,0.7592271386865712,50.22694295620931,1.9,3
