set_number,features,best_eps,best_min_samples,best_silhouette_score,top10_eps,top10_min_samples,top10_eps_min,top10_eps_max,top10_min_samples_min,top10_min_samples_max
1288,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'PREMISES_Freq']",1.1999999999999997,3,0.2712393382203665,"[np.float64(1.1999999999999997), np.float64(1.1999999999999997), np.float64(1.1999999999999997), np.float64(1.1999999999999997), np.float64(1.1999999999999997), np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.2999999999999998)]","[3, 4, 5, 6, 7, 3, 4, 5, 6, 7]",1.1999999999999997,1.2999999999999998,3,7
1289,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Loca_Premi_Freq']",1.0999999999999999,3,0.2715624440921334,"[np.float64(1.0999999999999999), np.float64(1.0999999999999999), np.float64(1.0999999999999999), np.float64(1.0999999999999999), np.float64(1.0999999999999999), np.float64(1.1999999999999997), np.float64(1.1999999999999997), np.float64(1.1999999999999997), np.float64(1.1999999999999997), np.float64(1.1999999999999997)]","[3, 4, 5, 6, 7, 3, 4, 5, 6, 7]",1.0999999999999999,1.1999999999999997,3,7
1290,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq']",0.9999999999999999,3,0.21034010412552243,"[np.float64(0.9999999999999999), np.float64(0.9999999999999999), np.float64(0.9999999999999999), np.float64(0.9999999999999999), np.float64(0.9999999999999999), np.float64(0.8999999999999999), np.float64(0.8999999999999999), np.float64(0.7999999999999999), np.float64(0.8999999999999999), np.float64(0.8999999999999999)]","[3, 4, 5, 6, 7, 4, 5, 3, 3, 6]",0.7999999999999999,0.9999999999999999,3,7
1291,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",1.2999999999999998,3,0.23701302688684364,"[np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4)]","[3, 4, 5, 6, 7, 3, 4, 5, 6, 7]",1.2999999999999998,1.4,3,7
1292,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",1.2999999999999998,8,0.22805824619585768,"[np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4999999999999998), np.float64(1.4999999999999998), np.float64(1.4999999999999998)]","[8, 9, 8, 9, 10, 11, 12, 8, 9, 10]",1.2999999999999998,1.4999999999999998,8,12
1293,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",1.2999999999999998,8,0.22893023783971586,"[np.float64(1.2999999999999998), np.float64(1.2999999999999998), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4), np.float64(1.4999999999999998), np.float64(1.4999999999999998), np.float64(1.4999999999999998)]","[8, 9, 8, 9, 10, 11, 12, 8, 9, 10]",1.2999999999999998,1.4999999999999998,8,12
1294,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq']",0.7,3,0.4379186165448314,"[np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(0.7), np.float64(0.7999999999999999), np.float64(0.7999999999999999), np.float64(0.7999999999999999), np.float64(0.7999999999999999), np.float64(0.7999999999999999)]","[3, 4, 5, 6, 7, 3, 4, 5, 6, 7]",0.7,0.7999999999999999,3,7
1295,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",1.6,3,0.39314134780388393,"[np.float64(1.6), np.float64(1.6), np.float64(1.6), np.float64(1.6), np.float64(1.6), np.float64(1.7000000000000002), np.float64(1.7000000000000002), np.float64(1.7000000000000002), np.float64(1.7000000000000002), np.float64(1.7000000000000002)]","[3, 4, 5, 6, 7, 3, 4, 5, 6, 7]",1.6,1.7000000000000002,3,7
1296,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.39266344596836633,"[np.float64(1.9000000000000004), np.float64(1.9000000000000004), np.float64(1.9000000000000004), np.float64(1.9000000000000004), np.float64(1.9000000000000004), np.float64(2.0000000000000004), np.float64(2.0000000000000004), np.float64(2.0000000000000004), np.float64(2.0000000000000004), np.float64(2.0000000000000004)]","[3, 4, 5, 6, 7, 3, 4, 5, 6, 7]",1.9000000000000004,2.0000000000000004,3,7
1297,"['OCC_DAY', 'OCC_DOY', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",2.0000000000000004,3,0.39522794236014586,"[np.float64(2.0000000000000004), np.float64(2.0000000000000004), np.float64(2.0000000000000004), np.float64(2.0000000000000004), np.float64(2.0000000000000004), np.float64(2.1000000000000005), np.float64(2.1000000000000005), np.float64(2.1000000000000005), np.float64(2.1000000000000005), np.float64(2.1000000000000005)]","[3, 4, 5, 6, 7, 3, 4, 5, 6, 7]",2.0000000000000004,2.1000000000000005,3,7
